5.975910999999999973e+01 8.000000000000000000e+01
6.128916000000000253e+01 1.100000000000000000e+01
6.142166999999999888e+01 2.300000000000000000e+01
6.143800999999999846e+01 7.000000000000000000e+00
6.154587999999999681e+01 5.000000000000000000e+00
6.221002000000000010e+01 2.000000000000000000e+01
6.238089000000000084e+01 1.200000000000000000e+01
6.256808000000000192e+01 3.000000000000000000e+01
6.261012000000000199e+01 6.000000000000000000e+00
6.266731999999999658e+01 5.000000000000000000e+00
6.280116999999999905e+01 1.000000000000000000e+01
6.280756000000000228e+01 2.700000000000000000e+01
6.287633000000000294e+01 1.100000000000000000e+02
6.401442000000000121e+01 1.300000000000000000e+01
6.414491999999999905e+01 5.000000000000000000e+00
6.432828000000000657e+01 2.800000000000000000e+01
6.447690000000000055e+01 2.000000000000000000e+01
6.449773999999999319e+01 1.000000000000000000e+01
6.454403000000000645e+01 1.000000000000000000e+01
6.463542999999999950e+01 2.600000000000000000e+01
6.477955000000000041e+01 2.000000000000000000e+01
6.487046999999999741e+01 3.100000000000000000e+01
6.500513999999999726e+01 1.000000000000000000e+01
6.527380999999999744e+01 2.200000000000000000e+01
6.544276000000000693e+01 2.100000000000000000e+01
6.553153000000000361e+01 3.200000000000000000e+01
6.556877000000000066e+01 1.760000000000000000e+02
6.566053999999999746e+01 1.900000000000000000e+01
6.588873999999999853e+01 3.100000000000000000e+01
6.593426999999999794e+01 2.400000000000000000e+01
6.603838000000000363e+01 9.300000000000000000e+01
6.606804999999999950e+01 2.900000000000000000e+01
6.630007000000000517e+01 2.800000000000000000e+01
6.643477000000000032e+01 3.500000000000000000e+01
6.680901000000000067e+01 2.500000000000000000e+01
6.688832999999999629e+01 1.500000000000000000e+01
6.709180999999999528e+01 3.500000000000000000e+01
6.711310000000000286e+01 2.000000000000000000e+01
6.712336999999999421e+01 1.300000000000000000e+01
6.723778000000000077e+01 1.200000000000000000e+01
6.736660000000000537e+01 5.100000000000000000e+01
6.748565000000000680e+01 7.800000000000000000e+01
6.750154999999999461e+01 5.800000000000000000e+01
6.757461999999999591e+01 1.240000000000000000e+02
6.778879999999999484e+01 2.700000000000000000e+01
6.778879999999999484e+01 2.700000000000000000e+01
6.798408999999999480e+01 1.800000000000000000e+01
6.820145999999999731e+01 2.050000000000000000e+02
6.824620000000000175e+01 1.410000000000000000e+02
6.829980999999999369e+01 2.000000000000000000e+01
6.862717999999999563e+01 6.180000000000000000e+02
6.873404999999999632e+01 1.303000000000000000e+03
6.877098999999999762e+01 5.800000000000000000e+01
6.881781999999999755e+01 2.500000000000000000e+01
6.893936999999999671e+01 2.600000000000000000e+01
6.897176000000000329e+01 1.540000000000000000e+02
6.899102000000000601e+01 2.730000000000000000e+02
6.903260000000000218e+01 5.900000000000000000e+01
6.905482999999999549e+01 7.000000000000000000e+01
6.916718000000000188e+01 3.950000000000000000e+02
6.922326999999999941e+01 5.000000000000000000e+00
6.923866999999999905e+01 1.390000000000000000e+02
6.928938999999999737e+01 3.560000000000000000e+02
6.940488000000000568e+01 3.750000000000000000e+02
6.947973000000000354e+01 9.600000000000000000e+01
6.956292999999999438e+01 4.630000000000000000e+02
6.959744000000000597e+01 5.340000000000000000e+02
6.962881000000000142e+01 9.100000000000000000e+01
6.967502000000000351e+01 4.500000000000000000e+01
6.968497000000000696e+01 2.950000000000000000e+02
6.969812000000000296e+01 1.590000000000000000e+02
6.974748999999999910e+01 1.020000000000000000e+02
6.978807999999999367e+01 7.000000000000000000e+02
6.985876000000000374e+01 7.580000000000000000e+02
6.987671000000000276e+01 4.080000000000000000e+02
6.989078999999999553e+01 1.410000000000000000e+02
6.991468000000000416e+01 9.200000000000000000e+01
6.993007000000000062e+01 7.700000000000000000e+01
6.997683999999999571e+01 4.600000000000000000e+01
7.058899999999999864e+01 4.600000000000000000e+01
7.061431000000000324e+01 6.790000000000000000e+02
7.070668999999999471e+01 1.840000000000000000e+02
7.073103000000000407e+01 2.000000000000000000e+02
7.073436999999999841e+01 1.126000000000000000e+03
7.091079999999999472e+01 9.180000000000000000e+02
7.094277999999999906e+01 5.600000000000000000e+01
7.119550999999999874e+01 8.970000000000000000e+02
7.144695000000000107e+01 8.740000000000000000e+02
7.150543999999999301e+01 1.090000000000000000e+02
7.151726999999999634e+01 6.340000000000000000e+02
7.165201999999999316e+01 3.600000000000000000e+01
7.168667000000000655e+01 6.040000000000000000e+02
7.180034999999999457e+01 8.000000000000000000e+00
7.187805000000000177e+01 2.920000000000000000e+02
7.189045000000000130e+01 5.060000000000000000e+02
7.190393000000000256e+01 7.690000000000000000e+02
7.199823000000000661e+01 1.420000000000000000e+02
7.205799000000000376e+01 9.270000000000000000e+02
7.213832999999999629e+01 9.370000000000000000e+02
7.221417999999999893e+01 9.160000000000000000e+02
7.224461999999999762e+01 1.950000000000000000e+02
7.229327999999999577e+01 8.480000000000000000e+02
7.239051000000000613e+01 8.440000000000000000e+02
7.264109999999999445e+01 8.000000000000000000e+01
7.270686000000000604e+01 2.490000000000000000e+02
7.271635000000000559e+01 7.000000000000000000e+01
7.273927999999999372e+01 2.600000000000000000e+01
7.279152000000000555e+01 2.600000000000000000e+02
7.293202999999999747e+01 2.900000000000000000e+01
7.295044000000000040e+01 2.200000000000000000e+01
7.303960999999999615e+01 4.380000000000000000e+02
7.318059999999999832e+01 3.400000000000000000e+01
7.324679000000000428e+01 8.750000000000000000e+02
7.330415999999999599e+01 7.430000000000000000e+02
7.338657000000000608e+01 1.134000000000000000e+03
7.343058999999999514e+01 1.051000000000000000e+03
7.367000000000000171e+01 8.340000000000000000e+02
7.367591000000000179e+01 1.040000000000000000e+03
7.369935999999999865e+01 4.100000000000000000e+01
7.372960000000000491e+01 7.090000000000000000e+02
7.389350000000000307e+01 6.300000000000000000e+01
7.393841999999999359e+01 6.800000000000000000e+01
7.403686000000000433e+01 2.710000000000000000e+02
7.417334999999999923e+01 5.900000000000000000e+02
7.422544999999999504e+01 6.020000000000000000e+02
7.425207000000000335e+01 2.800000000000000000e+01
7.431204999999999927e+01 5.000000000000000000e+00
7.447024000000000399e+01 1.005000000000000000e+03
7.448390000000000555e+01 6.890000000000000000e+02
7.451507999999999754e+01 5.790000000000000000e+02
7.459018000000000370e+01 3.220000000000000000e+02
7.459373999999999683e+01 6.280000000000000000e+02
7.472838000000000136e+01 3.500000000000000000e+02
7.496871000000000151e+01 7.310000000000000000e+02
7.498823000000000150e+01 6.850000000000000000e+02
7.509040000000000248e+01 8.340000000000000000e+02
7.518128000000000100e+01 9.260000000000000000e+02
7.520170000000000243e+01 3.760000000000000000e+02
7.523976000000000397e+01 7.820000000000000000e+02
7.526475999999999544e+01 7.800000000000000000e+01
7.530738999999999805e+01 7.620000000000000000e+02
7.536598999999999648e+01 1.000000000000000000e+03
7.544679999999999609e+01 8.140000000000000000e+02
7.553408000000000300e+01 1.460000000000000000e+02
7.557326999999999373e+01 6.470000000000000000e+02
7.575149999999999295e+01 3.100000000000000000e+01
7.580925000000000580e+01 2.200000000000000000e+01
7.603136000000000649e+01 1.620000000000000000e+02
7.607632999999999868e+01 4.760000000000000000e+02
7.615173000000000059e+01 8.170000000000000000e+02
7.619804999999999495e+01 8.210000000000000000e+02
7.629376000000000602e+01 2.980000000000000000e+02
7.630473999999999535e+01 8.360000000000000000e+02
7.633829000000000065e+01 1.440000000000000000e+02
7.634409999999999741e+01 1.700000000000000000e+02
7.655119000000000540e+01 5.600000000000000000e+02
7.655777999999999395e+01 3.400000000000000000e+01
